"code","address","city","state","zip","square_footage","year_opened","county_fips","county_name","description","placenames","oc_formatted","oc_lat","oc_lng"
"","Flaugh Road between US, 30 and W, Washington Center Road","Fort Wayne","Indiana","46818",629200,2022,18003,"Allen","Small Sortable. 2,900,000 sq ft total with mezzanines. Project Mastodon.","Flaugh Road between US, 30 and W, Washington Center Road, Fort Wayne, Indiana, 46818","Fort Wayne, Indiana, United States of America",41.132652,-85.265427
"SDF8","900 Patrol Road","Jeffersonville","Indiana","47130-7761",1002000,2012,18019,"Clark","Specialty Fulfillment Center for Apparel (95%); shoes, watches, and jewelry","900 Patrol Road, Jeffersonville, Indiana, 47130-7761","Amazon SDF8, 900 Patrol Road, Jeffersonville, IN 47130, United States of America",38.3787641,-85.6867886
"SMI1/DDT1","1400 E 10 Mile Road","Hazel Park","Michigan","48030-1263",150000,2021,26125,"Oakland","SMI1 is a Mini Fulfillment Center / Amazon Fresh for Detroit Same Day Delivery Service within 45 minutes Drive Time. DDT1 is a Delivery Station in the same building Sq Ft is an estimate","1400 E 10 Mile Road, Hazel Park, Michigan, 48030-1263","LG Energy Solution, 1400 East 10 Mile Road, Hazel Park, MI 48030, United States of America",42.474758,-83.0919291
"DET1","39000 Amrhein Rd","Livonia","Michigan","48150",100900,2017,26163,"Wayne","Large Non-Sortable Project Mercury","39000 Amrhein Rd, Livonia, Michigan, 48150","39000 Amrhein Road, Livonia, MI 48150, United States of America",42.3743432,-83.4288557
"DTW1","32801 Ecorse Road","Romulus","Michigan","48174",855000,2018,26163,"Wayne","Small Sortable","32801 Ecorse Road, Romulus, Michigan, 48174","32801 Ecorse Road, Romulus, MI 48174, United States of America",42.2505869,-83.3616754
"DTW3/HDT3","33701 Prescott St Huron Township","Romulus","Michigan","48174",752400,2021,26163,"Wayne","DTW3 is a XLFC (Extra Large) Fulfilment Center. HDT3 is a Heavy/Bulky Delivery Station.","33701 Prescott St Huron Township, Romulus, Michigan, 48174","33701 Prescott St, Romulus, MI, United States of America",42.173013,-83.36645
"","West State Fair Ave/8-Mile Road","Detroit","Michigan","48203",823000,2022,26163,"Wayne","Proposed 5-Story FC will be on site of Michigan State Fairgrounds at the former Gordon Ramsay Shopping Mall","West State Fair Ave/8-Mile Road, Detroit, Michigan, 48203","E State Fair, Highland Park, MI, United States of America",42.439526,-83.10259
"DET2","50500 Mound Road","Shelby Township","Michigan","48317 1318",1000000,2018,26099,"Macomb","Large Non-Sortable","50500 Mound Road, Shelby Township, Michigan, 48317 1318","50500 Mound Road, Shelby Charter Township, MI 48317, United States of America",42.665614,-83.0535745
"DET3/DDT6","1200 Featherstone Road","Pontiac","Michigan","48342-1938",823000,2021,26125,"Oakland","5-Story FC will be on site of Pontiac Silverdome and includes DDT6 (200.000 sq ft delivery station).","1200 Featherstone Road, Pontiac, Michigan, 48342-1938","Featherstone Road, Pontiac, MI 48342, United States of America",42.649039,-83.254309
"","Corner of Mount Hope Highway and Creyts Road","Delta Township","Michigan","48917",1000000,2022,26045,"Eaton","Large Non-Sortable","Corner of Mount Hope Highway and Creyts Road, Delta Township, Michigan, 48917","Lansing, Michigan, United States of America",42.712105,-84.626438
"GRR1","4500 68th St SE Caledonia","Gaines Township","Michigan","49316-9191",855000,2020,26081,"Kent","Small Sortable","4500 68th St SE Caledonia, Gaines Township, Michigan, 49316-9191","68th Street Southeast, Gaines Township, MI 49316, United States of America",42.840771,-85.547409
"DSM5","500 32nd Street SW Bondurant","Des Moines","Iowa","50035",645000,2020,19153,"Polk","Small Sortable - Project Bluejay. 4-Story Facility.","500 32nd Street SW Bondurant, Des Moines, Iowa, 50035","32nd St SE, Ankeny, IA, United States of America",41.672921,-93.561067
"","North Division Street","Davenport","Iowa","52806",629200,2022,19163,"Scott","Small Sortable. 2,900.000 sq ft total with mezzanines. Project Scrabble.","North Division Street, Davenport, Iowa, 52806","North Division Street, Davenport, IA 52806, United States of America",41.56798,-90.600457
"SWI1","W232 N2950 Roundy Circle East","Pewaukee","Wisconsin","53072",165000,2021,55133,"Waukesha","Mini Fulfillment Center/ Amazon Fresh / Delivery Station for Milwaukee with Same Day Delivery Service within 45 Minutes Drive Time.","W232 N2950 Roundy Circle East, Pewaukee, Wisconsin, 53072","Roundy Dr, Pewaukee, WI, United States of America",43.069084,-88.213532
"MKE1","3501 120th Ave","Kenosha","Wisconsin","53144-7502",1000000,2015,55059,"Kenosha","MKE1 is a Small / Large Sortable facility. 1,100 associates. Facility includes a Textbook Rental Processing Center §155 Million investment","3501 120th Ave, Kenosha, Wisconsin, 53144-7502","Amazon Fulfillment Center MKE1, 3501 120th Avenue, Somers, WI 53144, United States of America",42.6075423,-87.9481383
"MKE2","9700 South 13th Street","Oak Creek","Wisconsin","53154",669000,2020,55079,"Milwaukee","Small Sortable Project Arrow","9700 South 13th Street, Oak Creek, Wisconsin, 53154","Amazon Center MKE2, 9700 South 13th Street, Oak Creek, WI 53154, United States of America",42.8677854,-87.9271361
"JVL1","1255 Gateway Boulevard Rockford","Beloit","Wisconsin","53511",100000,2020,55105,"Rock","Non-Sortable.","1255 Gateway Boulevard Rockford, Beloit, Wisconsin, 53511","Gateway Blvd, Beloit, WI, United States of America",42.517826,-88.965702
"MSN4","1245 E Washington Ave Suite 300","Madison","Wisconsin","53703",210000,2011,55025,"Dane","ShopBop warehouse #2 in Madison. Sq Ft is an estimate","1245 E Washington Ave Suite 300, Madison, Wisconsin, 53703","1245 East Washington Avenue, Madison, WI 53704, United States of America",43.0866504,-89.3668696
"MSN5","4718 Helgesen Dr Suite 1, Dane","Madison","Wisconsin","53718-6740",161500,2006,55025,"Dane","ShopBop acquired by Amazon in 2006","4718 Helgesen Dr Suite 1, Dane, Madison, Wisconsin, 53718-6740","4718 Helgesen Drive, Madison, WI 53718, United States of America",43.0663102,-89.3026136
"","Mid Valley Drive & Freedom Drive","Lawrence","Wisconsin","54115",635000,2023,55009,"Brown","Small Sortable for Green Bay/Appleton Region Not confirmed yet","Mid Valley Drive & Freedom Drive, Lawrence, Wisconsin, 54115","De Pere, Wisconsin, United States of America",44.407848,-88.125202
"HMS9","9800 217th Street West","Lakeville","Minnesota","55044-5076",350000,2021,27037,"Dakota","Large Non-Sortable","9800 217th Street West, Lakeville, Minnesota, 55044-5076","217th Street West, Lakeville, MN 55044, United States of America",44.6348831,-93.2606915
"MSP2","Winnetka Ave N & 109th Avenue","Brooklyn Park","Minnesota","55316",694500,2021,27053,"Hennepin","Small Sortable Project Hotdish.","Winnetka Ave N & 109th Avenue, Brooklyn Park, Minnesota, 55316","Champlin, Minnesota, United States of America",45.152017,-93.37549
"MSP1","2601 4th Ave E","Shakopee","Minnesota","55379-1726",860000,2016,27139,"Scott","Small Sortable $220 Million facility 2.500 associates","2601 4th Ave E, Shakopee, Minnesota, 55379-1726","Amazon Fullfillment Center MSP1, 2601 4th Avenue East, Shakopee, MN 55379, United States of America",44.8005994,-93.488655
"SMN1","7500 Setzler Parkway N","Brooklyn Park","Minnesota","55445-1879",120000,2021,27053,"Hennepin","Mini Fulfillment Center / Amazon Fresh for Minneapolis Same Day Delivery Service within 45 minutes Drive Time","7500 Setzler Parkway N, Brooklyn Park, Minnesota, 55445-1879","Setzler Parkway North, Brooklyn Park, MN 55445, United States of America",45.118698,-93.376709
"","Hartford Avenue Johnston","Rhode","Island","57107",820000,2023,46099,"Minnehaha","Project Schooner. 5-story Small Sortable FC.","Hartford Avenue Johnston, Rhode, Island, 57107","Hartford Avenue, Johnston, RI 02919, United States of America",41.829353,-71.5190956
"FSD1","6700 N Marion Rd","Sioux Falls","South Dakota","57107",640000,2022,46099,"Minnehaha","Project Stampede 4-story Small Sortable FC","6700 N Marion Rd, Sioux Falls, South Dakota, 57107","North Marion Road, Sioux Falls, SD 57107, United States of America",43.582723,-96.791049
"FAR1","3701 40th Ave N","Fargo","North Dakota","58102-7400",1100000,2021,38017,"Cass","Large Non-Sortable Facility. Project Force.","3701 40th Ave N, Fargo, North Dakota, 58102-7400","3701 40th Avenue North, Fargo, ND 58102, United States of America",46.934144,-96.840923
"SIL2","7555 Linder Ave","Skokie","Illinois","60077",140300,2021,17031,"Cook","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Chicago. Same Day Service Within 45 Minute Drive Time.","7555 Linder Ave, Skokie, Illinois, 60077","SIL2 - Amazon SSD, 7555 Linder Avenue, Skokie, IL 60077, United States of America",42.0181391,-87.7635538
"MDW8","1750 Bridge Drive","Waukegan","Illinois","60085",626800,2017,17097,"Lake","Large Non-Sortable","1750 Bridge Drive, Waukegan, Illinois, 60085","W Brooke Ave, Waukegan, IL, United States of America",42.390265,-87.873457
"","11400 Venture Court Road","Huntley","Illinois","60142",1160200,2022,17111,"McHenry","Large Non-Sortable FC.","11400 Venture Court Road, Huntley, Illinois, 60142","Ventura Club Dr, Roselle, IL, United States of America",41.990967,-88.06925
"SIL3","27W501 North Ave Suite 100","West Chicago","Illinois","60185",265600,2021,17043,"DuPage","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Chicago West Side Same Day Service Within 45 Minute Drive Time.","27W501 North Ave Suite 100, West Chicago, Illinois, 60185","Co Rd 27, West Chicago, IL, United States of America",41.875782,-88.175646
"ORD2","23714 West Amoco Rd","Channahon","Illinois","60410-8758",1015700,2020,17197,"Will","Large Non-Sortable.","23714 West Amoco Rd, Channahon, Illinois, 60410-8758","Amoco Rd, Channahon, IL, United States of America",41.449271,-88.194576
"KIL1","3900 S Brandon Rd","Elwood","Illinois","60421-9705",250500,2021,17197,"Will","Kindle Flex Operation","3900 S Brandon Rd, Elwood, Illinois, 60421-9705","South Brandon Road, Elwood, Will County, IL 60421, United States of America",41.4122982,-88.111924
"IGQ1","15924 Western Ave","Markham","Illinois","60428-4849",855000,2021,17031,"Cook","Small Sortable 5 stories totaling 3 8M sq ft","15924 Western Ave, Markham, Illinois, 60428-4849","15924 Western Avenue, Markham, IL 60428, United States of America",41.6000802,-87.6753391
"MDW4","201 Emerald Drive","Joliet","Illinois","60433-3281",700000,2016,17197,"Will","","201 Emerald Drive, Joliet, Illinois, 60433-3281","Emerald Drive, Joliet, IL 60433, United States of America",41.4855423,-88.0694809
"ORD5","7001 Vollmer Road Frankfort","Matteson","Illinois","60443-1502",855000,2021,17031,"Cook","Small Sortable 5 stories totaling 3 8M sq ft","7001 Vollmer Road Frankfort, Matteson, Illinois, 60443-1502","Vollmer Rd, Matteson, IL, United States of America",41.527983,-87.785751
"MDW6","1125 W Remington Blvd","Romeoville","Illinois","60446-6529",767000,2016,17197,"Will","Large Non-Sortable","1125 W Remington Blvd, Romeoville, Illinois, 60446-6529","Remington Blvd, Romeoville, IL, United States of America",41.667266,-88.119834
"MDW7","6605 W Monee Manhattan Road","Monee","Illinois","60449-9668",856600,2017,17197,"Will","MDW7 is Small Sortable","6605 W Monee Manhattan Road, Monee, Illinois, 60449-9668","Amazon Fulfillment Center MDW7, 6605 West Monee Manhattan Road, Monee, Will County, IL 60449, United States of America",41.4241234,-87.7728317
"IGQ2","23289 S Central Ave","University Park","Illinois","60449-9138",1015000,2021,17197,"Will","Large Non-Sortable Project Condor.","23289 S Central Ave, University Park, Illinois, 60449-9138","South Central Avenue, University Park, Will County, IL 60449, United States of America",41.4455851,-87.7479365
"ORD4","25810 S Ridgeland Ave","Monee","Illinois","60449",125000,2019,17197,"Will","ORD4 is Make on Demand (MOD)","25810 S Ridgeland Ave, Monee, Illinois, 60449","25810 South Ridgeland Avenue, Monee, Rich Township, IL 60449, United States of America",41.4201245,-87.7669509
"HMW1/HIL3","30260 Graaskamp Blvd","Wilmington","Illinois","60481-2007",810900,2020,17197,"Will","HMW1 is a Large Non-Sortable FC HIL3 is a Heavy/Bulky Delivery Station","30260 Graaskamp Blvd, Wilmington, Illinois, 60481-2007","Wilmington, Illinois, United States of America",41.285227,-88.114299
"KRB6","4200 Ferry Rd","Aurora","Illinois","60502",402900,2017,17043,"DuPage","Specialty FC KRB6 is an Amazon Kariba FC (Amazon Basics line of products).","4200 Ferry Rd, Aurora, Illinois, 60502","Ferry Road, Aurora, IL 60502, United States of America",41.8080128,-88.2380718
"SIL1","2379 Davey Road","Woodbridge","Illinois","60517-4988",124700,2019,17043,"DuPage","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Chicago. Same Day Service Within 45 Minute Drive Time.","2379 Davey Road, Woodbridge, Illinois, 60517-4988","Davey Rd, Woodridge, IL, United States of America",41.692668,-88.021636
"MDW9","2865 Duke Parkway","Aurora","Illinois","60563",100000,2018,17043,"DuPage","Large Non-Sortable","2865 Duke Parkway, Aurora, Illinois, 60563","Amazon Fulfillment Center MDW9, 2865 Duke Parkway, Aurora, IL 60502, United States of America",41.8149559,-88.2127874
"RFD1","4650 Shepard Trail Suite A","Rockford","Illinois","61103",140000,2021,17201,"Winnebago","Value Added Product Fulfillment Center Print custom shirts, phones cases and pop sockets ordered on demand","4650 Shepard Trail Suite A, Rockford, Illinois, 61103","Shappert Dr, Machesney Park, IL, United States of America",42.373969,-89.029144
"STL6/STL7/HLU1","3931 Lakeview Corporate Dr","Edwardsville","Illinois","62025-2801",769500,2016,17119,"Madison","STL6 is Amazon Robotics Small Sortable STL7 is a Amazon Robotics Quick Deploy (QD) Fulfillment Center which includes Print on Demand Book facility. Amazon Fresh facility. HLU1 is a Heavy/Bulky Delivery Station.","3931 Lakeview Corporate Dr, Edwardsville, Illinois, 62025-2801","Amazon STL6/STL7/HLU1, 3931 Lakeview Corporate Drive, Hartford, Madison County, IL 62048, United States of America",38.784143,-90.0770505
"STL4","3050 Gateway Commerce Center Drive South","Edwardsville","Illinois","62025-2815",717000,2016,17119,"Madison","Large Non-Sortable","3050 Gateway Commerce Center Drive South, Edwardsville, Illinois, 62025-2815","Amazon STL4, 3050 Gateway Commerce Center Drive South, Edwardsville, IL 62025, United States of America",38.7718708,-90.0406468
"STL8","4000 Premier Parkway St","Charles","Missouri","63301",855000,2019,29183,"St. Charles","Small Sortable","4000 Premier Parkway St, Charles, Missouri, 63301","Amazon Fulfillment STL8, 4000 Premier Parkway, Saint Peters, MO 63376, United States of America",38.8090255,-90.5717336
"STL3","3200 East Sawyer Road","Republic","Missouri","65619",100000,2021,29077,"Greene","Large Non-Sortable Project Lunker near Springfield","3200 East Sawyer Road, Republic, Missouri, 65619","Amazon STL3, 3200 East Sawyer Road, Brookline, Republic, MO 65738, United States of America",37.1642977,-93.4266944
"PKC1","30901 W 185th St","Edgerton","Kansas","66021",NA,2021,20091,"Johnson","Amazon uses a portion of this Pepsi Facility as a seasonal facility","30901 W 185th St, Edgerton, Kansas, 66021","W 185th St, Gardner, KS, United States of America",38.792811,-94.935633
"MKC4","19535 Waverly Rd Gardner","Edgerton","Kansas","66030",822100,2016,20091,"Johnson","Large Non-Sortable Inland port facility. Employs 1.000 associates","19535 Waverly Rd Gardner, Edgerton, Kansas, 66030","Edgerton Rd, Gardner, KS, United States of America",38.840407,-95.018949
"MKC6","6925 Riverview Ave","Kansas City","Kansas","66102-3047",856000,2017,20209,"Wyandotte","Small Sortable","6925 Riverview Ave, Kansas City, Kansas, 66102-3047","Amazon MKC6, 6925 Riverview Avenue, Kansas City, KS 66102, United States of America",39.0969897,-94.7391231
"F0E1","9700 Leavenworth Road Building A","Kansas City","Kansas","66109-3551",1008000,2021,20209,"Wyandotte","Large Non-Sortable. Project Super Bowl.","9700 Leavenworth Road Building A, Kansas City, Kansas, 66109-3551","Leavenworth Rd, Kansas City, KS, United States of America",39.143322,-94.803181
"ICT2","7130 North Broadway Avenue Park City","Wichita","Kansas","67219-1410",100000,2021,20173,"Sedgwick","Large Non-Sortable.","7130 North Broadway Avenue Park City, Wichita, Kansas, 67219-1410","N Broadway St, Wichita, KS, United States of America",37.814297,-97.335867
"OMA1","NE of intersection of Nebraska Highways 370 and 50","Papillion Omaha","Nebraska","68138",700000,2022,31153,"Sarpy","Small Sortable 4-story Building Project Wills.","NE of intersection of Nebraska Highways 370 and 50, Papillion Omaha, Nebraska, 68138","Omaha, Nebraska, United States of America",41.147355,-96.133896
"OMA2","14248 NE-370","Omaha","Nebraska","68138-3849",1000000,2021,31153,"Sarpy","Amazon XLFC (Extra Large) Fulfilment Center Sq Ft is an estimate","14248 NE-370, Omaha, Nebraska, 68138-3849","State Hwy 370, Omaha, NE, United States of America",41.147267,-96.136083
"LFT1","3620 NE Evangeline Throughway Carencro","Lafayette","Louisiana","70520-5948",1000000,2021,22055,"Lafayette","Amazon has acquired the Evangeline Downs site","3620 NE Evangeline Throughway Carencro, Lafayette, Louisiana, 70520-5948","Carencro St, Carencro, LA, United States of America",30.327116,-92.041349
"","9401 Cortana Place","Baton Rouge","Louisiana","70815",855000,2022,22033,"East Baton Rouge","Small Sortable 5-level facility @ 90’ Height. Will also have a co-located delivery station","9401 Cortana Place, Baton Rouge, Louisiana, 70815","9401 Cortana Place, Castlewood, Baton Rouge, LA 70815, United States of America",30.4609572,-91.0934204
"","Corporate Drive","Shreveport","Louisiana","71107",650000,2022,22017,"Caddo","Small Sortable. Not confirmed yet.","Corporate Drive, Shreveport, Louisiana, 71107","Corporate Drive, Good Roads, Shreveport, LA 71107, United States of America",32.538549,-93.777409
"LIT2","13001 Highway 70","North Little Rock","Arkansas","72117-5026",1058100,2021,5119,"Pulaski","Large Non-Sortable FC. Project Runner.","13001 Highway 70, North Little Rock, Arkansas, 72117-5026","US Hwy 70, North Little Rock, AR, United States of America",34.772116,-92.119973
"LIT1","7200 Zeuber Road","Little Rock","Arkansas","72206-5039",826000,2021,5119,"Pulaski","Small Sortable 4-story fulfillment center Project Diamond.","7200 Zeuber Road, Little Rock, Arkansas, 72206-5039","Amazon LIT1, 7200 Zeuber Road, North Little Rock, AR 72206, United States of America",34.695286,-92.2063489
"OKC1","9201 S Portland Ave","Oklahoma City","Oklahoma","73159",640000,2019,40109,"Oklahoma","Small Sortable Project Star","9201 S Portland Ave, Oklahoma City, Oklahoma, 73159","Amazon OKC1 Fullfillment Center, 9201 South Portland Avenue, Oklahoma City, OK 73159, United States of America",35.37412,-97.5810762
"OKC2","8991 S Portland Ave","Oklahoma City","Oklahoma","73159",1100000,2021,40109,"Oklahoma","Large Non-Sortable. Project Glove.","8991 S Portland Ave, Oklahoma City, Oklahoma, 73159","Amazon OKC2 Fullfillment Center, 8991 South Portland Avenue, Oklahoma City, OK 73159, United States of America",35.3805878,-97.5806696
"TUL2","4040 N 125th East Ave","Tulsa","Oklahoma","74116-2102",640000,2020,40143,"Tulsa","Project Dylan. 4-story Small Sortable FC.","4040 N 125th East Ave, Tulsa, Oklahoma, 74116-2102","North 125th East Avenue, Tulsa, OK 74116, United States of America",36.1644017,-95.8338875
"87X2","1625 Hutton Drive","Carrollton","Texas","75006-6610",235900,2019,48113,"Dallas","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Dallas with Same Day Delivery Service within 45 Minutes Drive Time.","1625 Hutton Drive, Carrollton, Texas, 75006-6610","Amazon STX2, 1625 Hutton Drive, Carrollton, TX 75006, United States of America",32.943477,-96.909816
"DFW5","4121 International Pkwy","Carrollton","Texas","75007",146000,2010,48121,"Denton","Amazon's Wootl Apparel Manufacturing Plant in Dallas Area","4121 International Pkwy, Carrollton, Texas, 75007","4121 International Parkway, Carrollton, TX 75007, United States of America",33.020815,-96.8476499
"DFW6","940 W Bethel Road","Coppell","Texas","75019-4424",1053400,2013,48113,"Dallas","Large Non-Sortable (televisions, furniture and electronics)","940 W Bethel Road, Coppell, Texas, 75019-4424","Amazon Fulfilment Center DFW6, 940 West Bethel Road, Coppell, TX 75019, United States of America",32.9580471,-97.0170373
"FTW7/FTW9","944 W Sandy Lake Road","Coppell","Texas","75019-3989",604800,2017,48113,"Dallas","FTW7 is Make on Demand, FTW9 is a Specialty FC for shoes launched in October  2019","944 W Sandy Lake Road, Coppell, Texas, 75019-3989","West Sandy Lake Road, Coppell, TX 75019, United States of America",32.9692729,-96.9938566
"FTW2/HDA9","2701 West Bethel Road","Coppell","Texas","75019",104160,2016,48113,"Dallas","FTW2 is Large Non-Sortable HDA9 is a co- located Heavy/Bulky Delivery Station","2701 West Bethel Road, Coppell, Texas, 75019","Amazon FTW2, 2701 West Bethel Road, Coppell, TX 75019, United States of America",32.9517549,-97.0269337
"FTW5","1475 Akron Way Kaufman","Forney","Texas","75126-3566",1080000,2021,48257,"Kaufman","Role of building TBD. Project Forney.","1475 Akron Way Kaufman, Forney, Texas, 75126-3566","Amazon FTW5, 1475 Akron Way, Forney, TX 75126, United States of America",32.7343958,-96.4164978
"PTX1","2101 Danieldale Road","Lancaster","Texas","75134-1551",NA,2018,48113,"Dallas","Amazon uses a portion of this space as a seasonal facility","2101 Danieldale Road, Lancaster, Texas, 75134-1551","Danieldale Road, Lancaster, TX 75134, United States of America",32.6358811,-96.7982443
"","1400 Southport Parkway Building #1","Wilmer","Texas","75172-1265",107530,2021,48113,"Dallas","New Fulfillment Center in Wilmer","1400 Southport Parkway Building #1, Wilmer, Texas, 75172-1265","Southport Tack, Kemp, TX, United States of America",32.255167,-96.144394
"DAL3","1301 Chalk Hill Road","Dallas","Texas","75211",855000,2020,48113,"Dallas","Sortable 1,500 associates to be hired","1301 Chalk Hill Road, Dallas, Texas, 75211","1301 Chalk Hill Road, Dallas, TX 75212, United States of America",32.7520501,-96.9023391
"37X3","4445 Rock Quarry Road #400","Dallas","Texas","75211-1409",175400,2021,48113,"Dallas","Mini Fulfillment Center/ Amazon Fresh / Delivery Station for Dallas with Same Day Delivery Service within 45 Minutes Drive Time","4445 Rock Quarry Road #400, Dallas, Texas, 75211-1409","4445 Rock Quarry Road, Dallas, TX 75211, United States of America",32.752978,-96.8895253
"FTW8","3351 Balmorhea Dr","Dallas","Texas","75241-7304",918800,2017,48113,"Dallas","Seasonal Facility","3351 Balmorhea Dr, Dallas, Texas, 75241-7304","Balmorhea Drive, Dallas, TX 75134, United States of America",32.6338117,-96.7694637
"IAH1","9155 Southlink Drive","Dallas","Texas","75241-7510",1004000,2021,48113,"Dallas","Role of building TBD.","9155 Southlink Drive, Dallas, Texas, 75241-7510","Dallas, Texas, United States of America",32.660114,-96.759227
"DAL2","2601 S Airfield Drive","Dallas","Texas","75261",1000000,2020,48439,"Tarrant","Non-Sortable","2601 S Airfield Drive, Dallas, Texas, 75261","Amazon DAL2, 2601 South Airfield Drive, Irving, TX 75261, United States of America",32.8650201,-97.0294277
"FTW6","2601 W Bethel Road, Grapevine","Coppell","Texas","75261-4034",100280,2018,48439,"Tarrant","Small Sortable","2601 W Bethel Road, Grapevine, Coppell, Texas, 75261-4034","West Bethel Road, Coppell, TX 75019, United States of America",32.9550735,-97.0279877
"","E Airfield Drive & Valley View Lane","Dallas","Texas","75261",517500,2021,48439,"Tarrant","Role of building TBD Project not yet confirmed.","E Airfield Drive & Valley View Lane, Dallas, Texas, 75261","Dallas, Texas, United States of America",32.905321,-97.066536
"","1851 NE Loop 820","Fort Worth","Texas","76106",1023500,2021,48439,"Tarrant","Facility likely Large Non-Sortable.","1851 NE Loop 820, Fort Worth, Texas, 76106","NE Loop 820, Fort Worth, TX, United States of America",32.839799,-97.330272
"AFW1","1511 NE Loop 820 N","Fort Worth","Texas","76108-9755",465500,2021,48439,"Tarrant","Role of building TBD","1511 NE Loop 820 N, Fort Worth, Texas, 76108-9755","W Loop 820 S, Fort Worth, TX, United States of America",32.745824,-97.481703
"XUSB","14900 Frye Road","Fort Worth","Texas","76155-2726",495000,2014,48439,"Tarrant","Large Non-Sortable (e g. canoes, fishing rods) Fulfillment center is outsourced to 3PL XPO Logistics","14900 Frye Road, Fort Worth, Texas, 76155-2726","14900 Frye Road, Fort Worth, TX 76155, United States of America",32.8182803,-97.0428728
"DFW7","700 Westport Parkway Haslet","Fort Worth","Texas","76177-4513",1200000,2013,48439,"Tarrant","Small Sortable (Ships smaller items like books, small electronics and DVDs) Facility budgeted at S100 Million. Expanded in 2015 for $21.5 Million.","700 Westport Parkway Haslet, Fort Worth, Texas, 76177-4513","Amazon Fulfillment Center DFW7, 700 Westport Parkway, Fort Worth, TX 76177, United States of America",32.9705254,-97.3357107
"FTW3/FTW4","15201 Heritage Parkway","Fort Worth","Texas","76177-2517",1000000,2016,48439,"Tarrant","FTW3 is the VNA side of the FC with Softlines FTW4 is a Quick Deploy (QD) Fulfillment Center which is a hybrid small sortable FC. Print on Demand Book facility. Amazon Fresh facility","15201 Heritage Parkway, Fort Worth, Texas, 76177-2517","Heritage Parkway, Fort Worth, TX 76177, United States of America",32.9726128,-97.3125968
"AUS3","1878 Exchange Parkway Waco","Waco","Texas","76712-6903",640000,2021,48309,"McLennan","Small Sortable","1878 Exchange Parkway Waco, Waco, Texas, 76712-6903","Exchange Parkway, Waco, TX 76711, United States of America",31.494631,-97.173893
"HOU2","10550 Ella Boulevard","Houston","Texas","77038-2324",855000,2017,48201,"Harris","Small Sortable: Products < 25 Lbs","10550 Ella Boulevard, Houston, Texas, 77038-2324","Amazon HOU2, 10550 Ella Boulevard, North Houston District, TX 77038, United States of America",29.9341403,-95.4283824
"17X2/HHO2","6911 Fairbanks N","Houston","Texas","77040",252000,2019,48201,"Harris","ITX2 is a Specialty Small and Light Products FC, HHO2 is a Heavy/Bulky Delivery Station","6911 Fairbanks N, Houston, Texas, 77040","Fairbanks North Houston Road, Fairbanks, Houston, TX 77064, United States of America",29.8589106,-95.5242949
"STX5","5215 Campbell Rd","Houston","Texas","77041",157900,2021,48201,"Harris","Mini Fulfillment Center/ Amazon Fresh / Delivery Station for West Houston with Same Day Delivery Service within 45 Minutes Drive Time.","5215 Campbell Rd, Houston, Texas, 77041","Campbell Road, Houston, TX 77041, United States of America",29.8430247,-95.529847
"IIX1","9851 Fallbrook Pines Dr #150","Houston","Texas","77064-3329",111000,2018,48201,"Harris","Specialty Small and Light Products","9851 Fallbrook Pines Dr #150, Houston, Texas, 77064-3329","Fallbrook Dr, Houston, TX, United States of America",29.927503,-95.569335
"HOU7","16225 Tomball Parkway Building 1","Houston","Texas","77064",443500,2021,48201,"Harris","Large Non-Sortable","16225 Tomball Parkway Building 1, Houston, Texas, 77064","Amazon HOU7, 16225 Tomball Parkway, Houston, TX 77064, United States of America",29.940883,-95.5281139
"HOU6","10507 Harlem Road","Richmond","Texas","77407-9563",855000,2021,48157,"Fort Bend","Small Sortable. 5.5 Story building.","10507 Harlem Road, Richmond, Texas, 77407-9563","Amazon HOU6, 10507 Harlem Road, Richmond, TX 77407, United States of America",29.6669586,-95.7128615
"HOU3","31555 US-90 Katy","Brookshire","Texas","77423-2769",1016000,2018,48473,"Waller","Large Non-Sortable","31555 US-90 Katy, Brookshire, Texas, 77423-2769","Katy Fwy, Brookshire, TX, United States of America",29.779364,-95.967495
"STX4","10611 Red Bluff Rd Building 8","Pasadena","Texas","77507",297400,2021,48201,"Harris","Mini Fulfillment Center / Amazon Fresh / Delivery Station for East Houston with Same Day Delivery Service within 45 Minutes Drive Time.","10611 Red Bluff Rd Building 8, Pasadena, Texas, 77507","Red Bluff Rd, Pasadena, TX, United States of America",29.642372,-95.115304
"HOU8","2303 Hurricane LaneFresno","Missouri City","Texas","77545",1008000,2021,48157,"Fort Bend","New Fulfillment Center in Houston","2303 Hurricane LaneFresno, Missouri City, Texas, 77545","Missouri St, Baytown, TX, United States of America",29.720703,-95.003035
"SAT1","6000 Schertz Parkway","Schertz","Texas","78154-1461",1262300,2013,48029,"Bexar","Large Non-Sortable Schertz is nearby San Antonio. TX. Facility Investment $166 Million","6000 Schertz Parkway, Schertz, Texas, 78154-1461","Amazon SAT1, 6000 Schertz Parkway, Schertz, TX 78154, United States of America",29.599867,-98.290999
