"county_fips","State","County_Name","Population_2010","RUCC_2013","Description","fips_code","name","lng","lat","lat_rounded","lng_rounded","code","address","city","state","zip","square_footage","year_opened","county_name","description","placenames","oc_formatted","oc_lat","oc_lng","lat_rounded_fc","lng_rounded_fc","group"
12071,"FL","Lee County",618754,2,"Metro - Counties in metro areas of 250,000 to 1 million population",12071,"Lee",-81.84068841,26.57801557,26.585,-81.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
12083,"FL","Marion County",331298,2,"Metro - Counties in metro areas of 250,000 to 1 million population",12083,"Marion",-82.05662463,29.21028272,29.215,-82.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
12113,"FL","Santa Rosa County",151372,2,"Metro - Counties in metro areas of 250,000 to 1 million population",12113,"Santa Rosa",-87.02194752,30.70016907,30.705,-87.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
12115,"FL","Sarasota County",379448,2,"Metro - Counties in metro areas of 250,000 to 1 million population",12115,"Sarasota",-82.33141981,27.18432942,27.185,-82.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
12129,"FL","Wakulla County",30776,2,"Metro - Counties in metro areas of 250,000 to 1 million population",12129,"Wakulla",-84.40005301,30.16603091,30.165,-84.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13029,"GA","Bryan County",30233,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13029,"Bryan",-81.44364706,32.0140721,32.015,-81.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13033,"GA","Burke County",23316,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13033,"Burke",-82.00066679,33.0611801,33.065,-81.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13047,"GA","Catoosa County",63942,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13047,"Catoosa",-85.13865749,34.90377849,34.905,-85.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13051,"GA","Chatham County",265128,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13051,"Chatham",-81.13247732,32.00445256,32.005,-81.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13053,"GA","Chattahoochee County",11267,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13053,"Chattahoochee",-84.78680953,32.34694534,32.345,-84.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13083,"GA","Dade County",16633,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13083,"Dade",-85.50458952,34.85458429,34.855,-85.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13103,"GA","Effingham County",52250,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13103,"Effingham",-81.34134143,32.3672031,32.365,-81.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13145,"GA","Harris County",32024,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13145,"Harris",-84.9082899,32.73613817,32.735,-84.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13181,"GA","Lincoln County",7996,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13181,"Lincoln",-82.451183,33.79324552,33.795,-82.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13189,"GA","McDuffie County",21875,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13189,"McDuffie",-82.4818329,33.48313346,33.485,-82.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13197,"GA","Marion County",8742,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13197,"Marion",-84.52462573,32.35300898,32.355,-84.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13215,"GA","Muscogee County",189885,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13215,"Muscogee",-84.87620281,32.51001825,32.515,-84.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13245,"GA","Richmond County",200549,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13245,"Richmond",-82.07386121,33.35950332,33.365,-82.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
13295,"GA","Walker County",68756,2,"Metro - Counties in metro areas of 250,000 to 1 million population",13295,"Walker",-85.30084531,34.73561638,34.735,-85.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
15003,"HI","Honolulu County",953207,2,"Metro - Counties in metro areas of 250,000 to 1 million population",15003,"Honolulu",-157.9746934,21.45879706,21.465,-157.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
16015,"ID","Boise County",7028,2,"Metro - Counties in metro areas of 250,000 to 1 million population",16015,"Boise",-115.730321,43.98909247,43.995,-115.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
16045,"ID","Gem County",16719,2,"Metro - Counties in metro areas of 250,000 to 1 million population",16045,"Gem",-116.3979457,44.0602805,44.065,-116.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
16073,"ID","Owyhee County",11526,2,"Metro - Counties in metro areas of 250,000 to 1 million population",16073,"Owyhee",-116.1698327,42.58161924,42.585,-116.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17007,"IL","Boone County",54165,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17007,"Boone",-88.82348512,42.32294195,42.325,-88.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17073,"IL","Henry County",50486,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17073,"Henry",-90.13161776,41.35314875,41.355,-90.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17123,"IL","Marshall County",12640,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17123,"Marshall",-89.34481931,41.03327407,41.035,-89.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17131,"IL","Mercer County",16434,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17131,"Mercer",-90.74108384,41.20543704,41.205,-90.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17143,"IL","Peoria County",186494,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17143,"Peoria",-89.75986508,40.78797055,40.795,-89.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17161,"IL","Rock Island County",147546,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17161,"Rock Island",-90.56755378,41.46753509,41.475,-90.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17175,"IL","Stark County",5994,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17175,"Stark",-89.79757636,41.09327074,41.095,-89.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17179,"IL","Tazewell County",135394,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17179,"Tazewell",-89.51334003,40.50758831,40.515,-89.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
17203,"IL","Woodford County",38664,2,"Metro - Counties in metro areas of 250,000 to 1 million population",17203,"Woodford",-89.21080819,40.78829846,40.795,-89.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
18129,"IN","Posey County",25910,2,"Metro - Counties in metro areas of 250,000 to 1 million population",18129,"Posey",-87.86874523,38.02193911,38.025,-87.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
18141,"IN","St. Joseph County",266931,2,"Metro - Counties in metro areas of 250,000 to 1 million population",18141,"St. Joseph",-86.29001543,41.61670349,41.615,-86.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
18163,"IN","Vanderburgh County",179703,2,"Metro - Counties in metro areas of 250,000 to 1 million population",18163,"Vanderburgh",-87.58559945,38.02551429,38.025,-87.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
18173,"IN","Warrick County",59689,2,"Metro - Counties in metro areas of 250,000 to 1 million population",18173,"Warrick",-87.2717425,38.09237205,38.095,-87.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
18179,"IN","Wells County",27636,2,"Metro - Counties in metro areas of 250,000 to 1 million population",18179,"Wells",-85.22119115,40.72931843,40.725,-85.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
18183,"IN","Whitley County",33292,2,"Metro - Counties in metro areas of 250,000 to 1 million population",18183,"Whitley",-85.50505208,41.13932767,41.145,-85.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19011,"IA","Benton County",26076,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19011,"Benton",-92.06463573,42.08011739,42.085,-92.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19049,"IA","Dallas County",66135,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19049,"Dallas",-94.03970701,41.68489264,41.685,-94.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19077,"IA","Guthrie County",10954,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19077,"Guthrie",-94.50111014,41.68378965,41.685,-94.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19085,"IA","Harrison County",14928,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19085,"Harrison",-95.81703481,41.68336174,41.685,-95.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19105,"IA","Jones County",20638,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19105,"Jones",-91.13139641,42.12118609,42.125,-91.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19113,"IA","Linn County",211226,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19113,"Linn",-91.59809485,42.07923082,42.085,-91.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19121,"IA","Madison County",15679,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19121,"Madison",-94.01554631,41.33081904,41.335,-94.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19129,"IA","Mills County",15059,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19129,"Mills",-95.62136125,41.03348848,41.035,-95.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19155,"IA","Pottawattamie County",93158,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19155,"Pottawattamie",-95.54290277,41.33661346,41.335,-95.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
19181,"IA","Warren County",46225,2,"Metro - Counties in metro areas of 250,000 to 1 million population",19181,"Warren",-93.56121354,41.33431116,41.335,-93.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
20015,"KS","Butler County",65880,2,"Metro - Counties in metro areas of 250,000 to 1 million population",20015,"Butler",-96.83878537,37.78134351,37.785,-96.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
20079,"KS","Harvey County",34684,2,"Metro - Counties in metro areas of 250,000 to 1 million population",20079,"Harvey",-97.42729333,38.04321442,38.045,-97.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
20095,"KS","Kingman County",7858,2,"Metro - Counties in metro areas of 250,000 to 1 million population",20095,"Kingman",-98.13639393,37.55911415,37.565,-98.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
20191,"KS","Sumner County",24132,2,"Metro - Counties in metro areas of 250,000 to 1 million population",20191,"Sumner",-97.476759,37.2369258,37.235,-97.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21017,"KY","Bourbon County",19985,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21017,"Bourbon",-84.21645396,38.20656118,38.205,-84.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21019,"KY","Boyd County",49542,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21019,"Boyd",-82.68775539,38.35908957,38.365,-82.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21047,"KY","Christian County",73955,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21047,"Christian",-87.49033769,36.89391023,36.895,-87.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21049,"KY","Clark County",35613,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21049,"Clark",-84.14820158,37.97054025,37.975,-84.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21089,"KY","Greenup County",36910,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21089,"Greenup",-82.92215371,38.5461641,38.545,-82.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21101,"KY","Henderson County",46250,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21101,"Henderson",-87.57345471,37.79602818,37.795,-87.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21113,"KY","Jessamine County",48586,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21113,"Jessamine",-84.58031888,37.87235886,37.865,-84.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21209,"KY","Scott County",47173,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21209,"Scott",-84.58344665,38.29156708,38.295,-84.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21221,"KY","Trigg County",14339,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21221,"Trigg",-87.87327174,36.80638303,36.805,-87.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
21239,"KY","Woodford County",24939,2,"Metro - Counties in metro areas of 250,000 to 1 million population",21239,"Woodford",-84.74341301,38.04257558,38.045,-84.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22001,"LA","Acadia Parish",61773,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22001,"Acadia",-92.41163568,30.29064732,30.295,-92.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22005,"LA","Ascension Parish",107215,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22005,"Ascension",-90.91101939,30.20335229,30.205,-90.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22015,"LA","Bossier Parish",116979,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22015,"Bossier",-93.60428557,32.67882745,32.685,-93.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22031,"LA","De Soto Parish",26656,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22031,"De Soto",-93.73783029,32.05510725,32.055,-93.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22037,"LA","East Feliciana Parish",20267,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22037,"East Feliciana",-91.04553925,30.8451603,30.845,-91.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22045,"LA","Iberia Parish",73240,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22045,"Iberia",-91.73103405,29.89484111,29.895,-91.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22047,"LA","Iberville Parish",33387,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22047,"Iberville",-91.3485086,30.25819586,30.265,-91.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22063,"LA","Livingston Parish",128026,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22063,"Livingston",-90.72765311,30.44023061,30.445,-90.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22077,"LA","Pointe Coupee Parish",22802,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22077,"Pointe Coupee",-91.60044956,30.70893573,30.715,-91.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22091,"LA","St. Helena Parish",11203,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22091,"St. Helena",-90.71045886,30.82171866,30.825,-90.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22099,"LA","St. Martin Parish",52160,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22099,"St. Martin",-91.60785079,30.12930997,30.135,-91.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22113,"LA","Vermilion Parish",57999,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22113,"Vermilion",-92.32457583,29.84621938,29.845,-92.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22119,"LA","Webster Parish",41207,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22119,"Webster",-93.33431354,32.71375647,32.715,-93.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22121,"LA","West Baton Rouge Parish",23788,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22121,"West Baton Rouge",-91.3125095,30.46264338,30.465,-91.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
22125,"LA","West Feliciana Parish",15625,2,"Metro - Counties in metro areas of 250,000 to 1 million population",22125,"West Feliciana",-91.42038292,30.88038848,30.885,-91.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
23005,"ME","Cumberland County",281674,2,"Metro - Counties in metro areas of 250,000 to 1 million population",23005,"Cumberland",-70.37661287,43.83897334,43.845,-70.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
23023,"ME","Sagadahoc County",35293,2,"Metro - Counties in metro areas of 250,000 to 1 million population",23023,"Sagadahoc",-69.85358192,43.95888365,43.965,-69.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
23031,"ME","York County",197131,2,"Metro - Counties in metro areas of 250,000 to 1 million population",23031,"York",-70.7143165,43.47829059,43.485,-70.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
24039,"MD","Somerset County",26470,2,"Metro - Counties in metro areas of 250,000 to 1 million population",24039,"Somerset",-75.75887041,38.11381821,38.115,-75.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
24045,"MD","Wicomico County",98733,2,"Metro - Counties in metro areas of 250,000 to 1 million population",24045,"Wicomico",-75.62218411,38.37287229,38.375,-75.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
24047,"MD","Worcester County",51454,2,"Metro - Counties in metro areas of 250,000 to 1 million population",24047,"Worcester",-75.33389427,38.212837,38.215,-75.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
25013,"MA","Hampden County",463490,2,"Metro - Counties in metro areas of 250,000 to 1 million population",25013,"Hampden",-72.63119338,42.13509064,42.135,-72.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
25015,"MA","Hampshire County",158080,2,"Metro - Counties in metro areas of 250,000 to 1 million population",25015,"Hampshire",-72.66378659,42.34022511,42.345,-72.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26015,"MI","Barry County",59173,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26015,"Barry",-85.30834519,42.59513984,42.595,-85.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26027,"MI","Cass County",52293,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26027,"Cass",-85.99403741,41.91545547,41.915,-85.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26037,"MI","Clinton County",75382,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26037,"Clinton",-84.60138451,42.9439517,42.945,-84.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26049,"MI","Genesee County",425790,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26049,"Genesee",-83.70652806,43.02216976,43.025,-83.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26065,"MI","Ingham County",280895,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26065,"Ingham",-84.37346607,42.59737278,42.595,-84.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26077,"MI","Kalamazoo County",250331,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26077,"Kalamazoo",-85.53044157,42.24536002,42.245,-85.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26117,"MI","Montcalm County",63342,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26117,"Montcalm",-85.15230226,43.31058414,43.315,-85.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26139,"MI","Ottawa County",263801,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26139,"Ottawa",-85.9964531,42.95990607,42.965,-85.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26159,"MI","Van Buren County",76258,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26159,"Van Buren",-86.01839482,42.25166438,42.255,-86.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
26161,"MI","Washtenaw County",344791,2,"Metro - Counties in metro areas of 250,000 to 1 million population",26161,"Washtenaw",-83.83879891,42.25344402,42.255,-83.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
27017,"MN","Carlton County",35386,2,"Metro - Counties in metro areas of 250,000 to 1 million population",27017,"Carlton",-92.67716012,46.592321,46.595,-92.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
27137,"MN","St. Louis County",200226,2,"Metro - Counties in metro areas of 250,000 to 1 million population",27137,"St. Louis",-92.46951183,47.60334656,47.605,-92.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28029,"MS","Copiah County",29449,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28029,"Copiah",-90.44883293,31.86883689,31.875,-90.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28045,"MS","Hancock County",43929,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28045,"Hancock",-89.48847814,30.41595395,30.415,-89.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28047,"MS","Harrison County",187105,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28047,"Harrison",-89.11140872,30.50439082,30.505,-89.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28049,"MS","Hinds County",245285,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28049,"Hinds",-90.44251629,32.26628404,32.265,-90.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28059,"MS","Jackson County",139668,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28059,"Jackson",-88.6353787,30.53467952,30.535,-88.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28121,"MS","Rankin County",141617,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28121,"Rankin",-89.94594839,32.26422272,32.265,-89.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28127,"MS","Simpson County",27503,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28127,"Simpson",-89.9199315,31.9133629,31.915,-89.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
28163,"MS","Yazoo County",28065,2,"Metro - Counties in metro areas of 250,000 to 1 million population",28163,"Yazoo",-90.39655652,32.78007214,32.785,-90.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
29043,"MO","Christian County",77422,2,"Metro - Counties in metro areas of 250,000 to 1 million population",29043,"Christian",-93.18847844,36.96906632,36.975,-93.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
29059,"MO","Dallas County",16777,2,"Metro - Counties in metro areas of 250,000 to 1 million population",29059,"Dallas",-93.02340823,37.68065861,37.685,-93.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
29119,"MO","McDonald County",23083,2,"Metro - Counties in metro areas of 250,000 to 1 million population",29119,"McDonald",-94.34823345,36.6286562,36.635,-94.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
29167,"MO","Polk County",31137,2,"Metro - Counties in metro areas of 250,000 to 1 million population",29167,"Polk",-93.40034649,37.61649452,37.615,-93.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
29225,"MO","Webster County",36202,2,"Metro - Counties in metro areas of 250,000 to 1 million population",29225,"Webster",-92.87591692,37.28085752,37.285,-92.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
31025,"NE","Cass County",25241,2,"Metro - Counties in metro areas of 250,000 to 1 million population",31025,"Cass",-96.14069252,40.90976087,40.905,-96.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
